signal_date,symbol,sector,selected_direction,directional_edge,ofactor_long,ofactor_short,xfactor_score,decision_code,setup_state,data_quality_score,data_permission,hard_gates,stock_primary_trend,nifty_primary_trend,vix_regime,close_price,rsi_14,willr_14,close_vs_ema61_pct,volume_vs_sma20,macd_line_pct_close,atr14,o_long_market_regime_support,o_short_market_regime_support,x_long_entry_location_quality,x_long_stop_invalidation_quality,x_long_market_sector_synchronisation,x_short_entry_location_quality,x_short_stop_invalidation_quality,x_short_market_sector_synchronisation,daily_level,canonical_status,qualified
2023-08-04,IDEA,Telecommunication,LONG,58.5457,76.7865,18.2408,72.7739,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,8.25,58.932405539914754,-54.54545454545456,9.209500187869786,1.0925948991500118,2.3308946670060644,0.4285714285714287,55.9119,44.0881,37.7778,62.6667,75.7421,37.7778,86.0,24.2579,LOW,WAIT_FOR_XFACTOR,False
2023-08-04,KAYNES,OTHER,LONG,53.2688,83.3433,30.0745,81.5635,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,1806.3,59.75642207103176,-51.03334899013623,16.98196192474295,1.947021964293143,3.191813105059842,74.08214285714288,55.9119,44.0881,70.8027,81.831,75.5462,70.8027,82.3709,24.4538,LOW,QUALIFIED_FOR_INTRADAY_REVALIDATION,True
2023-08-04,KPRMILL,Textiles,LONG,14.4356,52.8307,38.3951,76.6016,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,641.5,52.03094626617726,-46.51866801210893,2.48851235334945,1.502087767038523,-0.2621242173976581,17.77142857142857,55.9119,44.0881,89.0367,68.0386,61.4079,89.0367,85.3698,38.5922,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2023-08-04,OFSS,Information Technology,LONG,17.592,57.0787,39.4867,79.5833,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,3883.3,54.240226864544574,-46.84546615581089,3.793102085084223,1.2770761723300428,0.3483304829980317,82.17857142857146,55.9119,44.0881,84.3856,70.0895,63.9162,84.3856,64.4676,36.0838,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2023-08-04,PARADEEP,OTHER,LONG,27.0231,58.2918,31.2687,78.1277,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,64.8,56.05726413974524,-39.36170212765961,7.116112295212637,0.9968520028013844,1.6953954184835909,2.6750000000000007,55.9119,44.0881,69.7819,76.8224,75.5462,69.7819,85.7944,24.4538,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2023-08-04,TCS,Information Technology,LONG,26.8098,64.6447,37.8349,76.0845,ENTERABLE_TIER_B,TRIGGERED,98.5,FULL,,TRANSITION,SIDEWAYS,LOW,3443.55,57.607703847979465,-41.6839378238341,3.425454375716627,0.9493419268783624,0.955826675160764,55.414285714285725,55.9119,44.0881,50.1212,69.4664,63.9162,50.1212,80.1856,36.0838,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2023-08-04,TECHM,Information Technology,LONG,26.8796,61.6156,34.736,83.7394,ENTERABLE_TIER_B,TRIGGERED,98.5,FULL,,SIDEWAYS,SIDEWAYS,LOW,1175.2,55.11039133131175,-48.21627647714602,3.989027941547026,0.920541784145564,0.0284162740518191,35.01428571428575,55.9119,44.0881,92.9315,62.9865,63.9162,92.9315,92.4031,36.0838,LOW,RESEARCH_ONLY_NO_STANDARD_TRADE,False
2023-08-04,WIPRO,Information Technology,LONG,33.549,67.547,33.998,73.1846,ENTERABLE_TIER_B,TRIGGERED,98.5,FULL,,TRANSITION,SIDEWAYS,LOW,408.85,57.71591070595347,-49.69325153374226,3.2238531035712543,1.0141107062472148,0.630271239121697,7.089285714285722,55.9119,44.0881,52.1108,51.7582,63.9162,52.1108,93.5113,36.0838,LOW,UPGRADE_OFACTOR_REQUIRED,False
2023-08-07,ECLERX,OTHER,LONG,42.0706,66.2749,24.2043,72.2635,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,1761.15,55.98361456805626,-33.718541345659915,6.731745705607386,1.138394731475595,0.5251926922629809,58.11071428571433,58.5402,41.4598,75.3803,59.319,78.1689,75.3803,87.0936,21.8311,LOW,UPGRADE_OFACTOR_REQUIRED,False
2023-08-07,HDFCAMC,Financial Services,LONG,47.9006,72.8393,24.9387,86.095,ENTERABLE_TIER_B,TRIGGERED,97.2931,FULL,,,SIDEWAYS,LOW,2450.9,57.79713218782479,-60.89729491972724,11.122422917690985,0.9170498038957848,3.063527779527399,86.56785714285714,58.5402,41.4598,93.0016,75.3719,74.3025,93.0016,91.6828,25.6974,LOW,UPGRADE_OFACTOR_REQUIRED,False
